,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
1922,Non,Non,Non,Non,1.31531,1923,Bizerte,Mateur
1923,Non,Non,Non,Oui,1.13948,1924,Bizerte,Ghar El Meleh
1924,Non,Non,Non,Non,1.31531,1925,Bizerte,Bizerte Sud
1925,Non,Non,Non,Non,1.31531,1926,Bizerte,Ras Djebel
1926,Non,Non,Non,Non,1.09471,1927,Bizerte,Zarzouna
1927,NSP,"Oui, une voiture personelle",Non,Non,1.31531,1928,Bizerte,Bizerte Nord
1928,Non,Non,Non,Oui,1.31531,1929,Bizerte,Menzel Djemil
1929,NSP,Non,Non,Non,1.13948,1930,Bizerte,Bizerte Sud
1930,Non,"Oui, une voiture personelle",Non,Non,1.13948,1931,Bizerte,El Alia
1931,Non,Non,Non,Non,1.64053,1932,Bizerte,Menzel Bourguiba
1932,Non,Non,Non,Non,1.13948,1933,Bizerte,Bizerte Nord
1933,Non,Non,Non,Non,1.13948,1934,Bizerte,Bizerte Nord
1934,Non,Non,Non,Non,1.31531,1935,Bizerte,Zarzouna
1935,Non,Non,Non,Non,1.31531,1936,Bizerte,Mateur
1936,Non,"Oui, une voiture personelle",Non,Oui,1.31531,1937,Bizerte,Menzel Djemil
1937,Non,"Oui, une voiture personelle",Non,Non,1.09471,1938,Bizerte,Ras Djebel
1938,Non,Non,Non,Non,1.64053,1939,Bizerte,Tinja
1939,Non,Non,Non,Oui,1.09471,1940,Bizerte,Ghezala
1940,Non,Non,Non,Non,1.13948,1941,Bizerte,Menzel Bourguiba
1941,Non,"Oui, une voiture personelle",Non,Oui,1.31531,1942,Bizerte,El Alia
1942,Non,Non,Non,Non,1.64053,1943,Bizerte,Ras Djebel
1943,Non,"Oui, une voiture personelle",Non,Non,1.13948,1944,Bizerte,Bizerte Sud
1944,Non,Non,Non,Non,1.13948,1945,Bizerte,Menzel Djemil
1945,Non,Non,Non,Non,1.31531,1946,Bizerte,Menzel Bourguiba
1946,Non,Non,Non,Non,1.64053,1947,Bizerte,Bizerte Sud
1947,NSP,Non,Non,Non,1.64053,1948,Bizerte,Bizerte Nord
1948,Non,Non,Non,Non,1.09471,1949,Bizerte,Menzel Djemil
1949,Non,Non,Non,Non,1.09471,1950,Bizerte,Bizerte Nord
1950,Non,Non,Oui,Non,1.31531,1951,Bizerte,Bizerte Nord
1951,Non,Non,Non,Non,1.09471,1952,Bizerte,Utique
1952,Non,Non,Non,Non,1.64053,1953,Bizerte,Menzel Bourguiba
1953,Non,Non,Non,Non,1.64053,1954,Bizerte,Djoumine
1954,Non,"Oui, une voiture personelle",Non,Non,1.13948,1955,Bizerte,Bizerte Nord
1955,Non,"Oui, une voiture personelle",Non,Non,1.09471,1956,Bizerte,El Alia
1956,Oui,"Oui, une voiture personelle",Non,Oui,1.13948,1957,Bizerte,Djoumine
1957,Non,Non,Non,Non,1.64053,1958,Bizerte,Menzel Djemil
1958,NSP,Non,Non,Non,1.13948,1959,Bizerte,Bizerte Nord
1959,Non,Non,Non,Non,1.13948,1960,Bizerte,El Alia
1960,Non,"Oui, une voiture personelle",Non,Non,1.31531,1961,Bizerte,Bizerte Sud
1961,Non,Non,Non,Non,1.13948,1962,Bizerte,Sedjnane
1962,NSP,"Oui, une voiture personelle",Non,Non,1.09471,1963,Bizerte,Sedjnane
1963,Non,Non,Non,Non,1.09471,1964,Bizerte,Sedjnane
1964,Non,"Oui, une voiture personelle",Non,Non,1.13948,1965,Bizerte,Zarzouna
1965,NSP,Non,Non,Non,1.09471,1966,Bizerte,Menzel Bourguiba
1966,Oui,Non,Oui,Oui,1.13948,1967,Bizerte,Ras Djebel
1967,Non,Non,Non,Non,1.31531,1968,Bizerte,Bizerte Nord
1968,Non,Non,Non,Non,1.09471,1969,Bizerte,Bizerte Nord
1969,Non,Non,Non,Non,1.09471,1970,Bizerte,Menzel Djemil
1970,Non,"Oui, une voiture personelle",Non,Non,1.31531,1971,Bizerte,Ras Djebel
1971,Non,Non,Non,Non,1.64053,1972,Bizerte,Menzel Djemil
1972,Non,Non,Non,Non,1.31531,1973,Bizerte,Bizerte Nord
1973,Non,"Oui, une voiture de fonction",Non,Non,1.13948,1974,Bizerte,Bizerte Sud
1974,Non,Non,Non,Non,1.31531,1975,Bizerte,Ghar El Meleh
1975,Non,Non,Non,Non,1.13948,1976,Bizerte,Menzel Djemil
1976,Non,"Oui, une voiture personelle",Non,Non,1.13948,1977,Bizerte,Ghezala
1977,Non,Non,Non,Non,1.31531,1978,Bizerte,Bizerte Nord
1978,Non,Non,Non,Non,1.09471,1979,Bizerte,Sedjnane
1979,Non,Non,Non,Non,1.64053,1980,Bizerte,Bizerte Sud
1980,Non,Non,Non,Non,1.64053,1981,Bizerte,Ghar El Meleh
1981,Non,Non,Non,Non,1.13948,1982,Bizerte,Menzel Bourguiba
1982,Oui,"Oui, une voiture personelle",Non,Non,1.13948,1983,Bizerte,Ras Djebel
1983,NSP,Non,Non,Non,1.64053,1984,Bizerte,Utique
1984,Non,"Oui, une voiture personelle",Non,Non,1.09471,1985,Bizerte,Djoumine
1985,Non,"Oui, une voiture personelle",Non,NSP,1.09471,1986,Bizerte,Mateur
1986,Non,Non,Non,Non,1.31531,1987,Bizerte,Djoumine
1987,Non,"Oui, une voiture personelle",Non,Non,1.64053,1988,Bizerte,Ras Djebel
1988,Non,"Oui, une voiture personelle",Non,Non,1.09471,1989,Bizerte,Zarzouna
1989,Non,Non,Non,Non,1.31531,1990,Bizerte,Ghezala
1990,Non,"Oui, une voiture personelle",Non,Oui,1.31531,1991,Bizerte,Sedjnane
1991,Non,"Oui, une voiture personelle",Non,Non,1.31531,1992,Bizerte,Tinja
1992,Non,"Oui, une voiture personelle",Non,Non,1.09471,1993,Bizerte,Menzel Bourguiba
1993,Non,Non,Non,Non,1.13948,1994,Bizerte,Zarzouna
1994,Non,"Oui, une voiture personelle",Non,Non,1.31531,1995,Bizerte,Mateur
1995,Non,"Oui, une voiture personelle",Non,Non,1.13948,1996,Bizerte,Mateur
1996,Non,Non,Non,Non,1.31531,1997,Bizerte,Bizerte Sud
1997,Non,Non,Non,Oui,1.09471,1998,Bizerte,Bizerte Nord
1998,Non,Non,Non,Non,1.09471,1999,Bizerte,Tinja
1999,Non,Non,Non,Non,1.31531,2000,Bizerte,Mateur
2000,Non,Non,Non,Non,1.64053,2001,Bizerte,Bizerte Sud
2001,NSP,Non,Non,Non,1.65187,2002,Nabeul,Beni Khalled
2002,Non,Non,Non,Non,1.4665,2003,Nabeul,Menzel Temime
2003,Non,"Oui, une voiture personelle",Non,Non,1.4665,2004,Nabeul,Dar Châabane El Fehri
2004,Non,Non,Non,Non,2.07294,2005,Nabeul,Menzel Temime
2005,Non,Non,Non,Non,1.72461,2006,Nabeul,Beni Khalled
2006,Non,Non,Non,Non,1.50267,2007,Nabeul,Dar Châabane El Fehri
2007,Non,Non,Non,Non,1.65187,2008,Nabeul,El Mida
2008,Non,Non,Non,Non,1.73305,2009,Nabeul,Beni Khalled
2009,Oui,"Oui, une voiture personelle",Non,Non,1.72461,2010,Nabeul,Menzel Bouzelfa
2010,Non,Non,Non,Non,1.73305,2011,Nabeul,Korba
2011,Non,Non,Non,Non,2.07294,2012,Nabeul,Hammamet
2012,Non,Non,Non,Non,1.72461,2013,Nabeul,Grombalia
2013,Non,Non,Non,Non,1.73305,2014,Nabeul,Soliman
2014,Non,"Oui, une voiture personelle",Non,Non,1.4665,2015,Nabeul,Korba
2015,Non,"Oui, une voiture personelle",Non,Non,2.07294,2016,Nabeul,Nabeul
2016,Non,Non,Non,Non,1.4665,2017,Nabeul,Hammamet
2017,Non,"Oui, une voiture personelle",Non,Non,1.72461,2018,Nabeul,Takelsa
2018,Non,Non,Non,Non,1.63441,2019,Nabeul,Korba
2019,Non,Non,Non,Non,2.07059,2020,Nabeul,Dar Châabane El Fehri
2020,Non,Non,Non,Non,1.72461,2021,Nabeul,Kelibia
2021,NSP,Non,Non,Non,1.63441,2022,Nabeul,Soliman
2022,Non,"Oui, une voiture personelle",Non,Non,1.63441,2023,Nabeul,Hammamet
2023,NSP,Non,Non,NSP,1.65187,2024,Nabeul,Hammamet
2024,Non,"Oui, une voiture personelle",Non,Non,1.63441,2025,Nabeul,Nabeul
2025,Non,Non,Non,Non,1.73305,2026,Nabeul,Hammamet
2026,NSP,Non,Non,Non,1.4665,2027,Nabeul,Menzel Temime
2027,Non,Non,Non,Non,1.50267,2028,Nabeul,Dar Châabane El Fehri
2028,Oui,Non,Non,Non,1.4665,2029,Nabeul,Hammamet
2029,Non,Non,Non,Non,1.4665,2030,Nabeul,Dar Châabane El Fehri
2030,NSP,Non,Non,Non,1.72461,2031,Nabeul,Hammamet
2031,Non,Non,Non,Non,1.4665,2032,Nabeul,Kelibia
2032,NSP,Non,Non,Non,1.65187,2033,Nabeul,Hammam El Guezaz
2033,Non,Non,Non,Non,1.4665,2034,Nabeul,Grombalia
2034,Non,Non,Non,Non,1.50267,2035,Nabeul,Beni Khalled
2035,Non,Non,Non,Non,1.50267,2036,Nabeul,Grombalia
2036,Non,"Oui, une voiture personelle",Non,Non,1.63441,2037,Nabeul,Korba
2037,Non,Non,Non,Non,1.50267,2038,Nabeul,Soliman
2038,Non,Non,Non,Non,1.65187,2039,Nabeul,Nabeul
2039,Non,Non,Non,Non,1.72461,2040,Nabeul,El Haouaria
2040,Non,Non,Non,Non,1.72461,2041,Nabeul,El Haouaria
2041,Non,"Oui, une voiture personelle",Non,Non,1.50267,2042,Nabeul,Korba
2042,NSP,"Oui, une voiture personelle",Non,Non,1.72461,2043,Nabeul,Hammamet
2043,Non,"Oui, une voiture personelle",Oui,Non,2.07059,2044,Nabeul,Beni khiar
2044,Non,"Oui, une voiture personelle",Non,Non,1.63441,2045,Nabeul,Beni khiar
2045,NSP,"Oui, une voiture personelle",Non,Non,1.65187,2046,Nabeul,Soliman
2046,Non,Non,Non,Non,1.65187,2047,Nabeul,Nabeul
2047,Non,Non,Non,Non,1.65187,2048,Nabeul,Kelibia
2048,Non,Non,Non,Non,2.07059,2049,Nabeul,Dar Châabane El Fehri
2049,Non,"Oui, une voiture personelle",Non,Non,2.07059,2050,Nabeul,El Mida
2050,Non,Non,Non,Non,1.65187,2051,Nabeul,El Haouaria
2051,Non,Non,Non,Non,1.50267,2052,Nabeul,Menzel Temime
2052,Non,Non,Non,Non,2.07059,2053,Nabeul,Soliman
2053,Non,Non,Non,Non,1.73305,2054,Nabeul,Beni Khalled
2054,Non,"Oui, une voiture personelle",Non,Non,1.73305,2055,Nabeul,Kelibia
2055,Non,Non,Non,Non,1.73305,2056,Nabeul,Dar Châabane El Fehri
2056,Non,Non,Non,Non,1.73305,2057,Nabeul,Nabeul
2057,NSP,"Oui, une voiture personelle",Non,Non,1.63441,2058,Nabeul,Grombalia
2058,Non,Non,Non,Non,1.65187,2059,Nabeul,Kelibia
2059,Non,Non,Non,Non,1.72461,2060,Nabeul,Beni Khalled
2060,Non,Non,Non,Non,1.72461,2061,Nabeul,Beni khiar
2061,Non,Non,Non,Non,1.73305,2062,Nabeul,Grombalia
2062,Non,Non,Non,Non,1.4665,2063,Nabeul,Nabeul
2063,Oui,Non,Non,Non,1.63441,2064,Nabeul,El Haouaria
2064,Non,"Oui, une voiture personelle",Non,Non,1.73305,2065,Nabeul,Menzel Temime
2065,Non,"Oui, une voiture personelle",Non,Non,1.65187,2066,Nabeul,Bou Argoub
2066,Non,Non,Non,Non,1.50267,2067,Nabeul,Kelibia
2067,Non,Non,Non,Non,1.65187,2068,Nabeul,Grombalia
2068,Non,Non,Oui,Non,1.50267,2069,Nabeul,Soliman
2069,Non,Non,Non,Non,1.73305,2070,Nabeul,Hammamet
2070,NSP,"Oui, une voiture personelle",Non,Non,1.72461,2071,Nabeul,Hammamet
2071,Non,Non,Non,Non,1.73305,2072,Nabeul,Hammamet
2072,Non,"Oui, une voiture personelle",Non,Non,1.72461,2073,Nabeul,Nabeul
2073,Non,"Oui, une voiture personelle",Non,Non,1.65187,2074,Nabeul,Nabeul
2074,Non,Non,Non,Non,1.63441,2075,Nabeul,Soliman
2075,Non,"Oui, une voiture personelle",Non,Non,1.50267,2076,Nabeul,Nabeul
2076,NSP,"Oui, une voiture personelle",Non,Non,1.65187,2077,Nabeul,Hammamet
2077,Non,Non,Non,Non,1.73305,2078,Nabeul,Kelibia
2078,Non,Non,Non,Non,2.07059,2079,Nabeul,Menzel Bouzelfa
2079,Non,"Oui, une voiture personelle",Non,Non,1.72461,2080,Nabeul,Hammamet
2080,Non,Non,Non,Non,1.72461,2081,Nabeul,Menzel Temime
2081,NSP,Non,Non,Non,2.07294,2082,Nabeul,Korba
2082,Non,Non,Non,Non,1.50267,2083,Nabeul,Beni khiar
2083,Non,Non,Non,Non,1.50267,2084,Nabeul,Dar Châabane El Fehri
2084,Non,Non,Non,Non,1.50267,2085,Nabeul,Menzel Temime
2085,Non,Non,Non,Non,1.65187,2086,Nabeul,Dar Châabane El Fehri
2086,Non,Non,Non,Non,1.72461,2087,Nabeul,Hammamet
2087,Non,Non,Non,Non,1.72461,2088,Nabeul,Hammamet
2088,NSP,"Oui, une voiture personelle",Non,Non,1.63441,2089,Nabeul,Hammamet
2089,Non,Non,Non,Non,1.72461,2090,Nabeul,Korba
2090,Non,"Oui, une voiture personelle",Non,Non,2.07059,2091,Nabeul,Korba
2091,NSP,Non,Non,Non,1.65187,2092,Nabeul,Menzel Temime
2092,Non,Non,Non,Non,1.63441,2093,Nabeul,Nabeul
2093,Non,"Oui, une voiture personelle",Non,Non,1.63441,2094,Nabeul,Dar Châabane El Fehri
2094,Non,"Oui, une voiture personelle",Oui,Non,1.50267,2095,Nabeul,Beni khiar
2095,Non,Non,Non,Non,2.07059,2096,Nabeul,Hammamet
2096,Non,Non,Non,Non,2.07294,2097,Nabeul,Kelibia
2097,NSP,Non,Non,Non,1.65187,2098,Nabeul,Hammamet
2098,Non,"Oui, une voiture de fonction",Non,Non,1.50267,2099,Nabeul,Korba
2099,Non,Non,Non,Non,1.65187,2100,Nabeul,Menzel Temime
2100,Non,Non,Non,Non,1.73305,2101,Nabeul,Kelibia
2101,Non,Non,Non,Non,1.50267,2102,Nabeul,El Haouaria
2102,Non,Non,Non,Non,2.07294,2103,Nabeul,Kelibia
2103,Non,Non,Non,Non,1.73305,2104,Nabeul,El Haouaria
2104,NSP,Non,Non,Non,1.65187,2105,Nabeul,Kelibia
2105,Non,Non,Non,Non,1.73305,2106,Nabeul,Soliman
2106,NSP,Non,Non,Non,1.63441,2107,Nabeul,Korba
2107,Non,Non,Non,Non,2.07294,2108,Nabeul,Hammam El Guezaz
2108,Non,Non,Non,Non,1.72461,2109,Nabeul,Beni khiar
2109,Non,Non,Non,Non,1.73305,2110,Nabeul,Takelsa
2110,Non,Non,Non,Non,1.63441,2111,Nabeul,Grombalia
2111,Non,Non,Non,Non,2.07059,2112,Nabeul,Hammamet
2112,Non,"Oui, une voiture personelle",Non,Non,1.50267,2113,Nabeul,Nabeul
2113,Non,"Oui, une voiture personelle",Non,Non,1.73305,2114,Nabeul,Menzel Bouzelfa
2114,Non,"Oui, une voiture personelle",Non,Non,1.73305,2115,Nabeul,Nabeul
2115,Non,Non,Oui,Non,1.73305,2116,Nabeul,El Haouaria
2116,Non,Non,Non,Non,1.65187,2117,Nabeul,Beni Khalled
2117,Non,Non,Non,Non,1.65187,2118,Nabeul,Grombalia
2118,Non,Non,Non,Non,1.73305,2119,Nabeul,Nabeul
2119,Non,Non,Non,Non,1.73305,2120,Nabeul,Beni khiar
2120,NSP,Non,Non,Non,2.07294,2121,Nabeul,Bou Argoub
2121,Non,Non,Non,Non,1.72461,2122,Nabeul,Menzel Bouzelfa
2122,Non,Non,Non,Non,2.07294,2123,Nabeul,Hammamet
2123,Non,Non,Non,Non,1.73305,2124,Nabeul,Menzel Temime
2124,Non,"Oui, une voiture personelle",Non,Non,2.07059,2125,Nabeul,Menzel Temime
2125,Non,Non,Non,Non,1.73305,2126,Nabeul,Kelibia
2126,Non,Non,Non,Non,1.63441,2127,Nabeul,Menzel Bouzelfa
2127,Non,Non,Non,Non,2.07294,2128,Nabeul,Korba
2128,NSP,Non,Non,Non,1.63441,2129,Nabeul,Menzel Bouzelfa
2129,NSP,Non,Non,NSP,1.65187,2130,Nabeul,Bou Argoub
2130,Non,Non,Non,Non,2.07059,2131,Nabeul,Menzel Bouzelfa
2131,Non,Non,Non,Non,1.72461,2132,Nabeul,Grombalia
2132,NSP,Non,Non,Non,2.07294,2133,Nabeul,Nabeul
2133,Non,Non,Non,Non,2.07059,2134,Nabeul,Beni Khalled
2134,Non,Non,Non,Non,1.63441,2135,Nabeul,Grombalia
2135,Non,"Oui, une voiture de fonction",Non,Oui,1.50267,2136,Nabeul,Takelsa
2136,Non,Non,Non,Non,1.73305,2137,Nabeul,Grombalia
2137,Non,"Oui, une voiture personelle",Non,Non,2.07059,2138,Nabeul,Menzel Bouzelfa
2138,Non,Non,Non,Non,2.07059,2139,Nabeul,Kelibia
2139,Non,"Oui, une voiture personelle",Non,Non,1.4665,2140,Nabeul,El Haouaria
2140,Non,"Oui, une voiture personelle",Non,Non,1.50267,2141,Nabeul,Grombalia
2141,Non,Non,Non,Non,2.07059,2142,Nabeul,Beni Khalled
2142,Non,"Oui, une voiture personelle",Non,Non,1.50267,2143,Nabeul,Nabeul
2143,NSP,Non,Non,Non,1.4665,2144,Nabeul,Hammamet
2144,Non,Non,Non,Non,2.07294,2145,Nabeul,Kelibia
2145,Non,Non,Non,Non,1.72461,2146,Nabeul,Menzel Bouzelfa
2146,Non,"Oui, une voiture personelle",Non,Non,1.63441,2147,Nabeul,El Haouaria
2147,Non,"Oui, une voiture personelle",Non,Non,1.50267,2148,Nabeul,Hammamet
2148,Non,Non,Non,Non,1.65187,2149,Nabeul,Menzel Bouzelfa
2149,Non,Non,Non,Non,1.63441,2150,Nabeul,Grombalia
2150,NSP,Non,Non,Oui,1.65187,2151,Nabeul,Nabeul
2151,Non,Non,Non,Non,1.4665,2152,Nabeul,Dar Châabane El Fehri
2152,Non,"Oui, une voiture de fonction",Non,Non,1.72461,2153,Nabeul,Kelibia
2153,Non,Non,Non,Non,1.4665,2154,Nabeul,Dar Châabane El Fehri
2154,Non,Non,Non,Non,1.73305,2155,Nabeul,Beni Khalled
2155,NSP,"Oui, une voiture personelle",Non,Non,1.65187,2156,Nabeul,Beni khiar
2156,Non,Non,Non,Oui,1.63441,2157,Nabeul,Bou Argoub
2157,Non,"Oui, une voiture personelle",Non,Non,1.65187,2158,Nabeul,Grombalia
2158,Non,Non,Non,Non,1.73305,2159,Nabeul,Hammamet
2159,Non,Non,Non,Non,1.50267,2160,Nabeul,Hammamet
2160,Non,Non,Non,Non,2.07059,2161,Nabeul,Hammamet
2161,NSP,Non,Non,Non,1.63441,2162,Nabeul,Dar Châabane El Fehri
2162,Oui,Non,Non,Non,1.73305,2163,Nabeul,Dar Châabane El Fehri
2163,Non,Non,Non,Non,1.65187,2164,Nabeul,Menzel Bouzelfa
2164,Non,Non,Non,Non,1.72461,2165,Nabeul,Korba
2165,Non,"Oui, une voiture personelle",Non,Non,1.65187,2166,Nabeul,Grombalia
2166,NSP,"Oui, une voiture personelle",Non,Non,1.63441,2167,Nabeul,El Mida
2167,Non,Non,Non,Non,2.07059,2168,Nabeul,Dar Châabane El Fehri
2168,Non,Non,Non,Non,1.73305,2169,Nabeul,Korba
2169,Non,Non,Non,Non,1.63441,2170,Nabeul,Kelibia
2170,Non,Non,Non,Non,1.72461,2171,Nabeul,Kelibia
2171,NSP,Non,Non,Non,1.65187,2172,Nabeul,Soliman
2172,Non,Non,Non,Non,1.72461,2173,Nabeul,Takelsa
2173,Non,"Oui, une voiture personelle",Non,Non,1.4665,2174,Nabeul,Korba
2174,Non,Non,Non,NSP,1.65187,2175,Nabeul,Takelsa
2175,Non,Non,Non,Non,1.4665,2176,Nabeul,Hammamet
2176,Non,"Oui, une voiture personelle",Non,Non,2.07059,2177,Nabeul,Beni Khalled
2177,Oui,"Oui, une voiture personelle",Non,Non,1.65187,2178,Nabeul,Soliman
2178,Non,Non,Non,Non,1.50267,2179,Nabeul,El Haouaria
2179,Non,Non,Non,Non,1.50267,2180,Nabeul,Korba
2180,NSP,Non,Non,Non,1.65187,2181,Nabeul,Korba
2181,Non,Non,Non,Non,1.63441,2182,Nabeul,Takelsa
2182,Non,"Oui, une voiture personelle",Non,Non,2.07059,2183,Nabeul,Menzel Temime
2183,Oui,"Oui, une voiture personelle",Non,Non,1.63441,2184,Nabeul,Dar Châabane El Fehri
2184,Non,Non,Non,Non,2.07059,2185,Nabeul,Grombalia
2185,Non,Non,Non,Non,2.07294,2186,Nabeul,Kelibia
2186,Non,Non,Non,Non,1.72461,2187,Nabeul,El Haouaria
2187,Non,Non,Non,Non,1.65187,2188,Nabeul,Kelibia
2188,Non,"Oui, une voiture personelle",Non,Non,1.50267,2189,Nabeul,Kelibia
2189,Non,Non,Non,Non,1.73305,2190,Nabeul,Korba
2190,NSP,Non,Non,Non,1.65187,2191,Nabeul,Korba
2191,Non,"Oui, une voiture personelle",Non,Non,1.72461,2192,Nabeul,Grombalia
2192,Non,Non,Non,Non,1.4665,2193,Nabeul,Hammamet
2193,Oui,Non,Non,Non,1.4665,2194,Nabeul,Dar Châabane El Fehri
2194,Non,"Oui, une voiture personelle",Non,Non,1.4665,2195,Nabeul,Nabeul
2195,Non,Non,Non,Non,2.07059,2196,Nabeul,Bou Argoub
2196,Non,"Oui, une voiture personelle",Non,Non,1.72461,2197,Nabeul,Soliman
2197,Non,"Oui, une voiture personelle",Non,Non,1.4665,2198,Nabeul,Soliman
2198,Non,"Oui, une voiture personelle",Non,Non,1.72461,2199,Nabeul,Menzel Bouzelfa
2199,Non,"Oui, une voiture personelle",Oui,Oui,1.4665,2200,Nabeul,Nabeul
2200,Non,Non,Non,Non,1.4665,2201,Nabeul,Menzel Bouzelfa
2201,Non,"Oui, une voiture personelle",Non,Non,1.4665,2202,Nabeul,Grombalia
2202,Non,"Oui, une voiture personelle",Non,Non,1.65187,2203,Nabeul,Menzel Temime
2203,Non,"Oui, une voiture personelle",Non,Non,1.4665,2204,Nabeul,Dar Châabane El Fehri
2204,Non,Non,Oui,Non,1.65187,2205,Nabeul,Soliman
2205,Non,Non,Non,Non,1.65187,2206,Nabeul,Grombalia
2206,Non,"Oui, une voiture personelle",Non,Non,1.73305,2207,Nabeul,Hammamet
2207,Non,Non,Non,Non,1.73305,2208,Nabeul,Nabeul
2208,Non,Non,Non,Non,1.50267,2209,Nabeul,Menzel Temime
2209,Non,Non,Non,Non,1.72461,2210,Nabeul,Nabeul
2210,Non,"Oui, une voiture personelle",Non,Non,2.07294,2211,Nabeul,Soliman
2211,Oui,"Oui, une voiture personelle",Non,Non,1.4665,2212,Nabeul,Menzel Temime
2212,Non,Non,Non,Non,2.07059,2213,Nabeul,Kelibia
2213,Non,Non,Non,Non,1.72461,2214,Nabeul,Dar Châabane El Fehri
2214,Non,"Oui, une voiture personelle",Non,Non,2.07294,2215,Nabeul,Takelsa
2215,Non,"Oui, une voiture personelle",Non,Non,2.07059,2216,Nabeul,Bou Argoub
2216,NSP,"Oui, une voiture personelle",Oui,Non,1.63441,2217,Nabeul,Soliman
2217,Non,Non,Non,Non,1.73305,2218,Nabeul,Hammam El Guezaz
2218,Non,Non,Non,Non,1.4665,2219,Nabeul,Nabeul
2219,Non,Non,Non,Non,1.63441,2220,Nabeul,Beni Khalled
2220,Non,Non,Non,Non,1.4665,2221,Nabeul,Hammam El Guezaz
2221,Non,"Oui, une voiture de fonction",Non,Non,1.50267,2222,Nabeul,Nabeul
2222,Non,"Oui, une voiture de fonction",Non,Non,1.4665,2223,Nabeul,El Haouaria
2223,Non,Non,Non,Non,1.72461,2224,Nabeul,Menzel Temime
2224,Non,Non,Non,Non,1.50267,2225,Nabeul,El Mida
2225,Non,Non,Non,Non,1.73305,2226,Nabeul,El Mida
2226,Non,"Oui, une voiture personelle",Non,Non,1.72461,2227,Nabeul,Korba
2227,Non,Non,Oui,Non,1.73305,2228,Nabeul,Beni khiar
2228,Non,Non,Non,Non,2.07059,2229,Nabeul,El Haouaria
2229,Non,Non,Non,Non,2.07294,2230,Nabeul,Korba
2230,Non,"Oui, une voiture personelle",Non,Non,1.63441,2231,Nabeul,Korba
2231,Non,"Oui, une voiture personelle",Non,Non,1.65187,2232,Nabeul,Beni khiar
2232,Non,Non,Non,Non,1.65187,2233,Nabeul,Hammamet
2233,Oui,Non,Non,Non,1.63441,2234,Nabeul,Kelibia
2234,Non,"Oui, une voiture personelle",Non,Non,1.65187,2235,Nabeul,Korba
2235,NSP,Non,Non,Non,2.07294,2236,Nabeul,Menzel Bouzelfa
2236,Oui,"Oui, une voiture personelle",Oui,Non,1.65187,2237,Nabeul,Hammamet
2237,Non,Non,Non,Non,2.07059,2238,Nabeul,Grombalia
2238,Non,Non,Non,Non,1.63441,2239,Nabeul,Kelibia
2239,Non,Non,Non,Non,1.73305,2240,Nabeul,Soliman
2240,Non,Non,Non,Non,1.73305,2241,Nabeul,Soliman
2241,NSP,Non,Non,NSP,1.63441,2242,Nabeul,Hammamet
2242,Non,Non,Non,Non,1.63441,2243,Nabeul,Menzel Temime
2243,Non,"Oui, une voiture personelle",Non,Non,2.07294,2244,Nabeul,El Mida
2244,Non,Non,Non,Non,1.50267,2245,Nabeul,Beni khiar
2245,Non,Non,Non,Non,2.07059,2246,Nabeul,Hammam El Guezaz
2246,Non,"Oui, une voiture personelle",Non,Non,1.63441,2247,Nabeul,Menzel Temime
2247,Non,Non,Non,Non,1.72461,2248,Nabeul,Soliman
2248,Non,"Oui, une voiture personelle",Non,Non,1.73305,2249,Nabeul,El Haouaria
2249,NSP,Non,Non,Non,2.07294,2250,Nabeul,Hammamet
2250,Non,Non,Non,Non,1.63441,2251,Nabeul,El Mida
2251,Non,Non,Non,Non,2.07294,2252,Nabeul,Bou Argoub
2252,Oui,Non,Non,Non,1.63441,2253,Nabeul,Hammamet
2253,Non,Non,Non,Non,1.72461,2254,Nabeul,Nabeul
2254,Non,Non,Non,Non,1.63441,2255,Nabeul,Grombalia
2255,Non,Non,Non,Non,1.72461,2256,Nabeul,Bou Argoub
2256,Non,Non,Non,Non,1.65187,2257,Nabeul,Hammamet
2257,Non,Non,Non,Non,1.65187,2258,Nabeul,Beni Khalled
2258,Non,Non,Non,Non,1.72461,2259,Nabeul,Hammamet
2259,Non,"Oui, une voiture personelle",Non,Non,1.73305,2260,Nabeul,Menzel Temime
2260,Non,"Oui, une voiture personelle",Non,Non,1.63441,2261,Nabeul,Bou Argoub
2261,Non,"Oui, une voiture personelle",Oui,Oui,1.73305,2262,Nabeul,Bou Argoub
2262,NSP,"Oui, une voiture personelle",Non,Non,1.63441,2263,Nabeul,El Haouaria
2263,Non,Non,Non,Non,1.73305,2264,Nabeul,Korba
2264,Non,Non,Non,Non,2.07294,2265,Nabeul,Beni khiar
2265,Non,Non,Non,Non,1.50267,2266,Nabeul,Hammamet
2266,Non,"Oui, une voiture personelle",Non,Non,1.65187,2267,Nabeul,Hammamet
2267,Oui,Non,Non,Non,1.65187,2268,Nabeul,El Mida
2268,Non,Non,Non,Non,1.72461,2269,Nabeul,Bou Argoub
2269,Non,Non,Non,Non,1.72461,2270,Nabeul,Menzel Temime
2270,Non,Non,Non,Non,1.72461,2271,Nabeul,Hammamet
2271,Non,Non,Non,Non,1.72461,2272,Nabeul,El Mida
2272,Non,"Oui, une voiture personelle",Non,Non,1.63441,2273,Nabeul,Beni khiar
2273,Oui,"Oui, une voiture personelle",Oui,Oui,1.63441,2274,Nabeul,Menzel Temime
