agence,banque,lat,long,geometry,index_right,C_DELEG,OBJECTID,LABEL,C_SECT,LABEL_AR,municipalite,circonscription,gouvernorat,CODE_GOUV,Shape__Area,Shape__Length,delegation,Nearest_Biat,Distance_Km,CONCURRENT LE PLUS PROCHE,BIAT LA PLUS PROCHE
attijari,attijari,36.858227,10.29302000000007,POINT (10.29302000000007 36.858227),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,1.25,baraka (0.16Km),Agence Les Jardins de Carthage (1.09Km)
baraka,baraka,36.857645,10.294639,POINT (10.294639 36.857645),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,1.09,attijari (0.16Km),Agence Les Jardins de Carthage (1.25Km)
baraka,baraka,36.830131,10.314062,POINT (10.314062 36.830131),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.1,uib (0.05Km),Agence le Kram (0.15Km)
bh,bh,36.8584352,10.290718,POINT (10.290718 36.8584352),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Ain Zaghouan,1.38,attijari (0.21Km),Agence Les Jardins de Carthage (1.25Km)
bh,bh,36.8313231,10.3131747,POINT (10.3131747 36.8313231),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.14,biat (0.14Km),Agence la Goulette (1.65Km)
bna,bna,36.83063400650666,10.31477841658591,POINT (10.31477841658591 36.83063400650666),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.03,biat (0.03Km),Agence la Goulette (1.65Km)
bna,bna,36.85309233148772,10.30144381446837,POINT (10.30144381446837 36.85309233148772),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,0.31,bt (0.12Km),Agence Les Jardins de Carthage (0.35Km)
bt,bt,36.863967,10.292209,POINT (10.292209 36.863967),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Ain Zaghouan,1.42,amen (0.27Km),Agence Ain Zaghouan (1.66Km)
bt,bt,36.8316472,10.31530833333333,POINT (10.31530833333333 36.8316472),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.1,ubci (0.08Km),Agence le Kram (0.18Km)
bt,bt,36.8540960574871,10.301902224949,POINT (10.301902224949 36.8540960574871),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,0.35,bna (0.12Km),Agence Les Jardins de Carthage (0.31Km)
btk,btk,36.8330234,10.3103471,POINT (10.3103471 36.8330234),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.45,amen (0.01Km),Agence le Kram (0.46Km)
tsb,tsb,36.839159787382,10.318074347285,POINT (10.318074347285 36.839159787382),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.97,atb (0.08Km),Agence le Kram (0.89Km)
ubci,ubci,36.832133,10.315894,POINT (10.315894 36.832133),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.18,bt (0.08Km),Agence le Kram (0.1Km)
uib,uib,36.8419,10.3137,POINT (10.3137 36.8419),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,1.23,tsb (0.49Km),Agence le Kram (0.97Km)
zitouna,zitouna,36.861056,10.275194,POINT (10.275194 36.861056),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Ain Zaghouan,0.23,biat (0.23Km),Agence Les Jardins du Lac (1.79Km)
zitouna,zitouna,36.835108,10.316763,POINT (10.316763 36.835108),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence le Kram,0.51,ubci (0.34Km),Agence le Kram (0.18Km)
zitouna,zitouna,36.841318,10.29575299999999,POINT (10.29575299999999 36.841318),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,1.41,atb (0.94Km),Agence le Kram (1.15Km)
zitouna,zitouna,36.852214,10.30351,POINT (10.30351 36.852214),19,1170,147,LE KRAM EST,117051,الكرم الشرقي,Le Kram,Tunis_2,Tunis,11,5.78221810769719e-05,0.0422802914116263,Le Kram,Agence Les Jardins de Carthage,0.1,amen (0.01Km),Agence Les Jardins de Carthage (0.11Km)
Agence Les jardins d'el Menzah,biat,36.85729598999023,10.12740802764893,POINT (10.12740802764893 36.85729598999023),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence cité Ettadhamen,2.22,zitouna (0.03Km),Agence Les jardins d'el Menzah (0.03Km)
Agence cité Ettadhamen,biat,36.83973693847656,10.11547756195068,POINT (10.11547756195068 36.83973693847656),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Ibn Khaldoun,1.92,zitouna (0.02Km),Agence cité Ettadhamen (0.02Km)
amen,amen,36.844528,10.11649,POINT (10.11649 36.844528),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence cité Ettadhamen,0.54,attijari (0.51Km),Agence cité Ettadhamen (0.09Km)
amen,amen,36.857031,10.127759,POINT (10.127759 36.857031),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,0.04,biat (0.04Km),Agence cité Ettadhamen (2.22Km)
attijari,attijari,36.839944,10.11641299999997,POINT (10.11641299999997 36.839944),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence cité Ettadhamen,0.09,biat (0.09Km),Agence Ibn Khaldoun (1.92Km)
attijari,attijari,36.868393,10.117028,POINT (10.117028 36.868393),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,1.54,bt (0.07Km),Agence Les jardins d'el Menzah (1.61Km)
bh,bh,36.8815571,10.1126583,POINT (10.1126583 36.8815571),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence tunis city,2.12,ubci (0.21Km),Agence tunis city (2.19Km)
bh,bh,36.857387,10.1254663,POINT (10.1254663 36.857387),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,0.17,biat (0.17Km),Agence cité Ettadhamen (2.22Km)
bt,bt,36.8690333,10.11678888888889,POINT (10.11678888888889 36.8690333),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,1.61,attijari (0.07Km),Agence Les jardins d'el Menzah (1.54Km)
ubci,ubci,36.880348,10.11446,POINT (10.11446 36.880348),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence tunis city,2.19,bh (0.21Km),Agence tunis city (2.12Km)
zitouna,zitouna,36.875361,10.116861,POINT (10.116861 36.875361),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,2.22,ubci (0.59Km),Agence tunis city (2.19Km)
zitouna,zitouna,36.857388,10.127784,POINT (10.127784 36.857388),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence Les jardins d'el Menzah,0.03,biat (0.03Km),Agence cité Ettadhamen (2.22Km)
zitouna,zitouna,36.839673,10.115228,POINT (10.115228 36.839673),27,1257,207,EL MNIHLA,125751,المنيهلة,El Mnihla,Ariana,Ariana,12,0.0006689791889584,0.141179292807473,El Mnihla,Agence cité Ettadhamen,0.02,biat (0.02Km),Agence Ibn Khaldoun (1.92Km)
Agence le Bardo,biat,36.80809783935547,10.13743591308594,POINT (10.13743591308594 36.80809783935547),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Bardo 2,1.09,bt (0.03Km),Agence le Bardo (0.03Km)
amen,amen,36.833735,10.117721,POINT (10.117721 36.833735),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence cité Ettadhamen,0.7,atb (0.05Km),Agence cité Ettadhamen (0.75Km)
amen,amen,36.8072553,10.1352766,POINT (10.1352766 36.8072553),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.21,uib (0.19Km),Agence le Bardo (0.03Km)
amen,amen,36.802259,10.148739,POINT (10.148739 36.802259),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,1.2,zitouna (0.03Km),Agence le Bardo (1.2Km)
atb,atb,36.8075192,10.13910880000003,POINT (10.13910880000003 36.8075192),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.16,attijari (0.09Km),Agence le Bardo (0.21Km)
atb,atb,36.8333198,10.11789999999996,POINT (10.11789999999996 36.8333198),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence cité Ettadhamen,0.75,amen (0.05Km),Agence cité Ettadhamen (0.7Km)
attijari,attijari,36.808082,10.13984400000004,POINT (10.13984400000004 36.808082),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.21,atb (0.09Km),Agence le Bardo (0.16Km)
baraka,baraka,36.813064,10.145562,POINT (10.145562 36.813064),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Bardo 2,0.44,qnb (0.04Km),Agence Bardo 2 (0.43Km)
bh,bh,36.8049688,10.1216611,POINT (10.1216611 36.8049688),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Denden,0.82,amen (0.55Km),Agence Denden (0.28Km)
bh,bh,36.8133817,10.1448866,POINT (10.1448866 36.8133817),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Bardo 2,0.38,qnb (0.05Km),Agence Bardo 2 (0.43Km)
bna,bna,36.80978291583082,10.1384727947235,POINT (10.1384727947235 36.80978291583082),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.21,btk (0.15Km),Agence le Bardo (0.33Km)
bt,bt,36.807842,10.137463,POINT (10.137463 36.807842),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.03,uib (0.02Km),Agence le Bardo (0.03Km)
btk,btk,36.8101952,10.1400322,POINT (10.1400322 36.8101952),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.33,ubci (0.12Km),Agence le Bardo (0.44Km)
bts,bts,36.81128182172471,10.14236904680729,POINT (10.14236904680729 36.81128182172471),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.56,zitouna (0.08Km),Agence Bardo 2 (0.55Km)
qnb,qnb,36.812965,10.145165,POINT (10.145165 36.812965),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Bardo 2,0.43,baraka (0.04Km),Agence Bardo 2 (0.44Km)
ubci,ubci,36.810825,10.141057,POINT (10.141057 36.810825),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.44,btk (0.12Km),Agence le Bardo (0.33Km)
uib,uib,36.8079,10.1373,POINT (10.1373 36.8079),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.03,bt (0.02Km),Agence le Bardo (0.03Km)
uib,uib,36.8029,10.133,POINT (10.133 36.8029),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,0.7,amen (0.52Km),Agence le Bardo (0.21Km)
zitouna,zitouna,36.811698,10.14305200000001,POINT (10.14305200000001 36.811698),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence Bardo 2,0.55,bts (0.08Km),Agence le Bardo (0.56Km)
zitouna,zitouna,36.802472,10.148889,POINT (10.148889 36.802472),9,1160,71,LE BARDO,116051,باردو,Le Bardo,Tunis_2,Tunis,11,5.16376383643546e-05,0.037760605906996,Le Bardo,Agence le Bardo,1.2,amen (0.03Km),Agence le Bardo (1.2Km)
Agence Ksour Essef,biat,35.41669845581055,10.99829483032227,POINT (10.99829483032227 35.41669845581055),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Mahdia 1,11.59,zitouna (0.02Km),Agence Ksour Essef (0.02Km)
amen,amen,35.422029,10.998604,POINT (10.998604 35.422029),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,0.59,bt (0.14Km),Agence Ksour Essef (0.7Km)
attijari,attijari,35.420741,10.98686499999997,POINT (10.98686499999997 35.420741),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,1.13,bna (0.91Km),Agence Ksour Essef (0.3Km)
bna,bna,35.41902651107591,10.9966670267105,POINT (10.9966670267105 35.41902651107591),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,0.3,stb (0.19Km),Agence Ksour Essef (0.11Km)
bt,bt,35.42300034,10.99769974,POINT (10.99769974 35.42300034),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,0.7,amen (0.14Km),Agence Ksour Essef (0.59Km)
stb,stb,35.4175712,10.997658,POINT (10.997658 35.4175712),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,0.11,biat (0.11Km),Agence Mahdia 1 (11.59Km)
zitouna,zitouna,35.416551,10.998385,POINT (10.998385 35.416551),164,3361,1227,EL KSAR,336151,القصر,Ksour Essaf,Mahdia,Mahdia,33,0.0010797749350786,0.191445269268663,Ksour Essef,Agence Ksour Essef,0.02,biat (0.02Km),Agence Mahdia 1 (11.59Km)
Agence Ksibet el Mediouni,biat,35.68584442138672,10.84229469299316,POINT (10.84229469299316 35.68584442138672),152,3262,1131,KSIBET EL MEDIOUNI,326251,قصيبةالمديوني,Ksibet El Mediouni,Monastir,Monastir,32,0.0003706428830128,0.112161812770538,Ksibet El Mediouni,Agence Ksar Hellal 2,4.46,stb (0.14Km),Agence Ksibet el Mediouni (0.14Km)
bt,bt,35.676978,10.835652,POINT (10.835652 35.676978),152,3262,1131,KSIBET EL MEDIOUNI,326251,قصيبةالمديوني,Ksibet El Mediouni,Monastir,Monastir,32,0.0003706428830128,0.112161812770538,Ksibet El Mediouni,Agence Ksibet el Mediouni,1.15,biat (1.15Km),Agence Ksar Hellal 2 (4.46Km)
stb,stb,35.6866902,10.8435166,POINT (10.8435166 35.6866902),152,3262,1131,KSIBET EL MEDIOUNI,326251,قصيبةالمديوني,Ksibet El Mediouni,Monastir,Monastir,32,0.0003706428830128,0.112161812770538,Ksibet El Mediouni,Agence Ksibet el Mediouni,0.14,biat (0.14Km),Agence Ksar Hellal 2 (4.46Km)
Agence Ksar Hellal 2,biat,35.65682601928711,10.87638854980469,POINT (10.87638854980469 35.65682601928711),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Sayada,1.77,wifak (0.49Km),Agence Ksar Hellal 2 (0.49Km)
Agence Ksar Hellal,biat,35.64303970336914,10.89009761810303,POINT (10.89009761810303 35.64303970336914),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,1.97,bt (0.17Km),Agence Ksar Hellal (0.17Km)
amen,amen,35.648922,10.884226,POINT (10.884226 35.648922),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.84,attijari (0.11Km),Agence Ksar Hellal (0.73Km)
attijari,attijari,35.64816,10.88500499999998,POINT (10.88500499999998 35.64816),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.73,zitouna (0.06Km),Agence Ksar Hellal (0.68Km)
baraka,baraka,35.650848,10.882687,POINT (10.882687 35.650848),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,0.88,btl (0.21Km),Agence Ksar Hellal 2 (0.67Km)
bh,bh,35.652399,10.8788573,POINT (10.8788573 35.652399),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,0.54,wifak (0.14Km),Agence Ksar Hellal 2 (0.49Km)
bh,bh,35.6427118,10.8925704,POINT (10.8925704 35.6427118),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.23,bna (0.13Km),Agence Ksar Hellal (0.3Km)
bna,bna,35.64154906318372,10.89292411943882,POINT (10.89292411943882 35.64154906318372),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.3,bh (0.13Km),Agence Ksar Hellal (0.23Km)
bt,bt,35.64400100708,10.8886003494262,POINT (10.8886003494262 35.64400100708),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.17,biat (0.17Km),Agence Ksar Hellal 2 (1.97Km)
btl,btl,35.65210924162505,10.88097095489502,POINT (10.88097095489502 35.65210924162505),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,0.67,wifak (0.18Km),Agence Ksar Hellal 2 (0.49Km)
stb,stb,35.6473959,10.88518550000003,POINT (10.88518550000003 35.6473959),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.66,zitouna (0.03Km),Agence Ksar Hellal (0.68Km)
ubci,ubci,35.65,10.9,POINT (10.9 35.65),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,1.18,bh (1.05Km),Agence Ksar Hellal (0.23Km)
uib,uib,35.6554,10.8902,POINT (10.8902 35.6554),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,1.26,baraka (0.85Km),Agence Ksar Hellal 2 (0.88Km)
wifak,wifak,35.65336365106866,10.87977007804521,POINT (10.87977007804521 35.65336365106866),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal 2,0.49,bh (0.14Km),Agence Ksar Hellal 2 (0.54Km)
zitouna,zitouna,35.647625,10.885167,POINT (10.885167 35.647625),151,3261,1127,AYED,326151,عياد,Ksar Hellal,Monastir,Monastir,32,0.0004856502777386,0.13956361127799,Ksar Helal,Agence Ksar Hellal,0.68,stb (0.03Km),Agence Ksar Hellal (0.66Km)
Agence Korba,biat,36.57596969604492,10.8593635559082,POINT (10.8593635559082 36.57596969604492),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Dar Chaabane El Fehri,16.2,bt (0.14Km),Agence Korba (0.14Km)
amen,amen,36.562654,10.853907,POINT (10.853907 36.562654),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Korba,1.56,bh (0.92Km),Agence Korba (0.68Km)
atb,atb,36.5717294,10.85783420000007,POINT (10.85783420000007 36.5717294),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Korba,0.49,uib (0.06Km),Agence Korba (0.52Km)
attijari,attijari,36.579592,10.85846200000003,POINT (10.85846200000003 36.579592),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Korba,0.41,stb (0.34Km),Agence Korba (0.57Km)
bh,bh,36.5708607,10.8551234,POINT (10.8551234 36.5708607),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Korba,0.68,zitouna (0.23Km),Agence Korba (0.58Km)
bna,bna,36.57726355040176,10.86113457819431,POINT (10.86113457819431 36.57726355040176),51,1554,350,BENI AYACHE,155451,بني عياش,Korba,Nabeul_1,Nabeul,15,0.0060813785134143,0.363570592887906,Korba,Agence Korba,0.21,bt (0.08Km),Agence Korba (0.14Km)
